,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
396,396,Chris Otto,ChrisOttoLNP,https://twitter.com/ChrisOttoLNP/status/1696511664001261962#m,"Eliquis, Xarelto (blood clots) Jardiance (Diabetes, etc) Januvia (Diabetes) Farxiga (multiple) Entresto (Heart failure) Enbrel (RA; Psoriasis) Imbruvica (Blood cancers) Stelara (Psoriasis) Fiasp, Fiasp FlexTouch, Fiasp PenFill, NovoLog, NovoLog FlexPen, NovoLog PenFill (Diabetes)",1,0,0,2429,0.04116920543433512
371,371,Patients For Affordable Drugs NOW,P4ADNOW,https://twitter.com/P4ADNOW/status/1696529833721995519#m,Here is a list of the 10 drugs eligible for negotiation: - Eliquis - Jardiance - Xarelto - Januvia - Farxiga - Entresto - Enbrel - Imbruvica - Stelara - Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog FlexPen; NovoLog PenFill,3,1,0,2400,0.16666666666666669
385,385,RGV.com™,rgv_com,https://twitter.com/rgv_com/status/1696518971778793816#m,"The first 10 drugs subject to Medicare price negotiations.  Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, Fiasp and NovoLog...   https://cnb.cx/3swjhQA",0,0,0,2357,0.0
652,652,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1624028914896240641#m,#AbbVie World-Wide Sales for #IMBRUVICA was 1115m USD in Q4 2022 (Down 2%) https://www.1stoncology.com/blog/abbvie-reports-full-yearfourth-quarter-2022-financial-results1234627033,0,0,0,2307,0.0
595,595,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1644670375786172416#m,#Abbvie reported intent to voluntarily withdraw #IMBRUVICA (#Ibrutinib) U.S. Accelerated Approvals for  #MantleCellLymphoma and #MarginalZoneLymphoma Indications $ABBV https://www.1stoncology.com/blog/update-on-imbruvica-ibrutinib-u-s-accelerated-approvals-for-mantle-cell-lymphomamarginal-zone-lymphoma-indications1234629877,0,0,0,2307,0.0
645,645,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1627290165558517760#m,#AbbVie World-Wide Sales for #IMBRUVICA was 841m USD in Q4 2022 (Down 26%) https://www.1stoncology.com/blog/10-k-annual-report-section-1315d-not-s-k-item-4051234627371,0,0,0,2307,0.0
833,833,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1595401486049021952#m,#BeiGene to Present Final PFS Results from #ALPINE Trial Demonstrating Superior PFS for #BRUKINSA® Versus #IMBRUVICA® in Late-Breaking Oral Session at #ASH22 $BGNE https://www.1stoncology.com/blog/beigene-to-present-final-pfs-results-from-alpine-trial-demonstrating-superior-pfs-for-brukinsa-versus-imbruvica-in-late-breaking-oral-session-at-ash-20221234624329,0,0,0,2306,0.0
775,775,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1602913867285532677#m,#BeiGene’s #BRUKINSA® (#Zanubrutinib) Demonstrated Superior Progression-Free Survival Over #IMBRUVICA® (#Ibrutinib) in #ChronicLymphocyticLeukemia in Late-Breaker at #ASH22 $BGNE https://www.1stoncology.com/blog/-beigene-s-brukinsa-zanubrutinib-demonstrated-superior-progression-free-survival-over-imbruvica-ibrutinib-in-chronic-lymphocytic-leukemia-in-late-breaker-at-ash1234625178,1,0,0,2306,0.04336513443191674
797,797,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1602187732855312384#m,#AbbVie Presents Data at #ASH22 Adds to Robust #IMBRUVICA® (#Ibrutinib) Science $ABBV https://www.1stoncology.com/blog/abbvie-presents-data-at-the-64th-american-society-of-hematology-ash-annual-meeting-adds-to-robust-imbruvica-ibrutinib-science1234625008,0,0,0,2306,0.0
796,796,1stOncology,1stOncology,https://twitter.com/1stOncology/status/1602255229663133696#m,#Janssen reported New Results from the Phase 3 GLOW Study of Fixed-Duration Treatment with #IMBRUVICA® (#Ibrutinib) Plus #Venetoclax Demonstrate Robust Efficacy with Previously Untreated #ChronicLymphocyticLeukemia #ASH22 https://www.1stoncology.com/blog/new-results-from-the-phase-3-glow-study-of-fixed-duration-treatment-with-imbruvica-ibrutinib-plus-venetoclax-demonstrate-robust-efficacysustained-response-in-older-unfit-patients-with-previously-untr1234625042,1,1,0,2306,0.08673026886383348
660,660,ohmsonite,ohmsonite,https://twitter.com/ohmsonite/status/1622400575211180032#m,"Yeah, at this point, I don't see how Iopofosine's safety profile is better than Imbruvica + Rituxan. Any opinion on $CLRB compared to $XFOR in WM?",0,0,1,2246,0.04452359750667854
410,410,ocanannain 💙💛,ocanannain,https://twitter.com/ocanannain/status/1696501319090000363#m,"The Biden administration will negotiate prices for these drugs: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica and Stelara ...     https://www.usatoday.com/story/news/health/2023/08/29/biden-eliquis-jardiance-xarelto-drug-price-negotiations/70705825007/",2,2,1,2133,0.23441162681669012
406,406,ocanannain 💙💛,ocanannain,https://twitter.com/ocanannain/status/1696504643277197333#m,"The Biden admin unveiled Tuesday the names of the first 10 drugs subject to price negotiations in Medicare.  Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp and certain other insulins made by Novo Nordisk  https://www.cnn.com/2023/08/29/politics/medicare-drug-price-negotiations",2,0,0,2133,0.09376465072667604
193,193,Dusty ☄️,TheJackalope,https://twitter.com/TheJackalope/status/1696933607221375425#m,"Here’s the list of 10 popular prescription drugs whose prices will be cut by an average of 50 PERCENT, thanks to Pres. Biden and the Inflation REduction Act that he was able to get passed:  Eliquis  Jardiance  Xarelto  Januvia  Farxiga  Entresto  Enbrel  Imbruvica  Stelara  Fiasp",1,0,0,2127,0.04701457451810061
637,637,Inmaculada (Inma) Hernández,ihdezdelso,https://twitter.com/ihdezdelso/status/1630281283904634880#m,"In 2026, we have 2 DOACs (Eliquis, Xarelto), 2 antidiabetics (Januvia, Jardiance), Enbrel, 2 inhalers (Symbicort, Breo Ellipta) and 3 cancer drugs (TKIs Imbruvica and Ibrance and Xtandi ) In 2020, these 10 drugs accounted for $33.7 billion (17%) of Part D gross spending.",5,0,2,2106,0.33238366571699907
18,18,Inmaculada (Inma) Hernández,ihdezdelso,https://twitter.com/ihdezdelso/status/1727007798121333065#m,We also show results for the top 10 drugs by gross spending in 2020. Biktarvy and Imbruvica had a substantially higher share of claims subject to 340B than the average top spending drugs,1,0,0,2106,0.04748338081671415
834,834,BiotechObserver,BiotechObserver,https://twitter.com/BiotechObserver/status/1595367813036019712#m,calquence over imbruvica was a no-brainer so not sure why Jacob posturing this way,0,0,0,2104,0.0
852,852,TSmrerk,TeresaSmrecnsky,https://twitter.com/TeresaSmrecnsky/status/1593724524633419776#m,"I’m going through the same thing!! Found out yesterday my blood work was 234,000 it had gone up from2 months ago I relapsed after my first Covid shots and Booster. My new chemo pills are not working like Imbruvica. #Thankscancer  Good Luck and stay Positive",1,0,2,2051,0.14627011214041932
381,381,Anne Miller 😷🌻🟧 #ProtectYourHealth,crosscutanne,https://twitter.com/crosscutanne/status/1696520160109048300#m,Hugely important. A start. 1st 10 drugs:   Eliquis (anticoagulant) Jardiance (type 2 diabetes) Xarelto (blood thinner)  Januvia (T2 diabetes) Farxiga (T2 diabetes) Entresto (heart failure) Enbrel (autoimmune) Imbruvica (certain cancer) Stelara (autoimmune) Fiasp + other insulins,3,1,0,2045,0.19559902200488996
577,577,Alex Telford,Atelfo,https://twitter.com/Atelfo/status/1646963033623744542#m,"One thing that was interesting about the pivots via BD was how cheap some of the assets that drove the turnarounds were: $12m upfront for Pluvicto, $2m upfront for assets incl. Imbruvica, $10m for ARWR to get NVS's RNAi tech",8,2,0,2026,0.4935834155972359
173,173,The World Reviews,tworldreviews,https://twitter.com/tworldreviews/status/1697175066239500712#m,"The Biden admin announced the first 10 prescription drugs that will be subject to price negotiations.  List:  Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara & Fiasp/NovoLog insulin products.   @POTUS @JoeBiden #USA #Pharma #Medicare #health",0,0,0,2009,0.0
837,837,Andy Smith,PredatorDiaries,https://twitter.com/PredatorDiaries/status/1595337159816482816#m,"Sales of both seem negatively correlated, Calquence up, Imbruvica down. Just saying.",0,0,1,1958,0.05107252298263534
764,764,Andy Smith,PredatorDiaries,https://twitter.com/PredatorDiaries/status/1603117539747299328#m,"It’s a big ask, then with generic Imbruvica on the horizon somewhere,  perhaps the eventual regime once reimbursement is taken into account might not be simple.",2,0,1,1958,0.15321756894790603
413,413,Andy Smith,PredatorDiaries,https://twitter.com/PredatorDiaries/status/1696500565042225526#m,For half of Imbruvica,0,0,0,1958,0.0
613,613,AInvest Wire,Ainvest_Wire,https://twitter.com/Ainvest_Wire/status/1644076413702512640#m,J&J voluntarily withdraws us indications for IMBRUVICA. #Ainvest #Ainvest_Wire #macroeconomics #precious #economic  View more: https://bit.ly/3X4l0XC,0,0,0,1900,0.0
801,801,Tian_A1,Tian_A1,https://twitter.com/Tian_A1/status/1602046832800137217#m,"AbbVie Presents Data at the 64th American #Society of Hematology Annual Meeting Adds to Robust IMBRUVICA Science [ investingnews.com ] impact of public health outbreaks, epidemics or pandemics, such as COVID-19. Biogen is one of the world's oldest https://bit.ly/3UTLol3",0,0,0,1887,0.0
597,597,Tian_A1,Tian_A1,https://twitter.com/Tian_A1/status/1644632509446078464#m,"Abbvie, JJ pull 2 Imbruvica accelerated approvals [ fiercepharma.com ] Right on Cue : #Pfizer keeps up cadence of #Covid19 risk awareness pushes with and #Roche's Tecentriqeach failed in their first-line ovarian cancer bids.",0,0,0,1887,0.0
408,408,Ben Rome,bnrome,https://twitter.com/bnrome/status/1696502381674950805#m,"Really exciting to see this momentous step for the Medicare program. Some quick reactions to this first list of 10 drugs:  1. Many drugs are no surprise - especially Eliquis, Xarelto, Januvia, Jardiance, and Imbruvica. All widely expected to make this list",48,22,5,1848,4.058441558441558
451,451,Ben Rome,bnrome,https://twitter.com/bnrome/status/1696283838115156018#m,"Tomorrow @JoeBiden announces the first 10 drugs to face Medicare price negotiation.  According to predictions from the team at @PORTAL_Research, here’s the most likely drugs to be selected:  Eliquis Enbrel Ibrance Imbruvica Januvia Jardiance Myrbetriq Trulicity Xarelto Xtandi",58,7,2,1848,3.6255411255411256
1,1,mets17,adar170,https://twitter.com/adar170/status/1732515108633411954#m,Imbruvica getting walloped by brukinska,1,0,0,1811,0.05521811154058532
844,844,mets17,adar170,https://twitter.com/adar170/status/1595062159460925440#m,$BGNE $ABBV $JNJ  is this the end of Imbruvica dominance? impressive data from BGNE   https://ir.beigene.com/news/beigene-to-present-final-pfs-results-from-alpine-trial-demonstrating-superior-pfs-for-brukinsa-versus-imbruvica-in/3eaa7080-547b-4792-a670-a496e02046f4/,5,0,2,1811,0.3865267807840972
68,68,mets17,adar170,https://twitter.com/adar170/status/1717918363920314831#m,imbruvica off a cliff ..... didnt listen to call but with ALGN missing badly maybe botox stops growing ?,2,0,1,1811,0.16565433462175594
69,69,mets17,adar170,https://twitter.com/adar170/status/1717905313020494140#m,$ABBV paid NBP of > 40 billion for Imbruvica  $BGNE $AZN,0,0,0,1811,0.0
224,224,Bill Both,BCISLEMAN,https://twitter.com/BCISLEMAN/status/1696807275825176659#m,"7. Enbrel, for arthritis and other autoimmune conditions, from Amgen  8. Imbruvica, for blood cancers, from AbbVie and Johnson & Johnson  9. Stelara, for Crohn’s disease, from Johnson & Johnson  10. Fiasp and NovoLog insulin products, for diabetes, from Novo Nordisk",0,0,0,1792,0.0
449,449,Ian Lopez,IanMichaelLopez,https://twitter.com/IanMichaelLopez/status/1696487497109266801#m,"As per HHS, the first drugs up for negotiation are: Xarelto Imbruvica Jardiance Januvia Eliquis Farxiga Enbrel Entresto Stelara Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog      FlexPen; NovoLog PenFill",1,3,0,1773,0.2256063169768754
202,202,Linda Irving,LindaIr83064164,https://twitter.com/LindaIr83064164/status/1696908118171529581#m,One of the drugs is Imbruvica! A life save immunotherapy drug. How this drug got PRICE CONTROLLED is miracle. These drugs could bankrupt you. Thank you Senator Klobuchar and president  Biden,0,0,0,1762,0.0
262,262,Linda Irving,LindaIr83064164,https://twitter.com/LindaIr83064164/status/1696715562489962635#m,If any of you take Imbruvica this is thrilling news. To regulate the cost for the immunotherapy drug is remarkable. These drugs cost almost $1000 a month. To me this is life saving news!,0,0,0,1762,0.0
559,559,Stigmabase | NORTH,StigmabaseN,https://twitter.com/StigmabaseN/status/1649624974905446405#m,TW :  NICE gives green light to ibrutinib plus venetoclax as first-line treatment option for chronic...: ...ia. Last accessed April 2023.[4] Cancer Research UK. Ibrutinib (Imbruvica). Available at... dlvr.it/SmtYJQ,0,0,0,1680,0.0
623,623,NCPE,INFO_NCPE,https://twitter.com/INFO_NCPE/status/1637746493560897544#m,The NCPE are seeking input from Patient Organisations for our appraisal of ibrutinib (Imbruvica) in combination with venetoclax for the treatment of adult patients with previously untreated chronic lymphocytic leukaemia. More details available at: ncpe.ie/for-patients,9,4,0,1677,0.7751937984496124
352,352,David Young M.D.,davideyoungmd,https://twitter.com/davideyoungmd/status/1696552338843132362#m,True.  Imbruvica is the oldest in the group and has made a lot of cash for the owner.,0,0,1,1631,0.06131207847946045
357,357,David Young M.D.,davideyoungmd,https://twitter.com/davideyoungmd/status/1696544508450935183#m,"Curious that the are doing Imbruvica but neither of the other BTK inhibitors, which in my opinion are better for CLL.",1,0,1,1631,0.1226241569589209
351,351,AntiSocialMedia,Terrista2,https://twitter.com/Terrista2/status/1696557091035513219#m,Yes that’s what my FIL used but I still think it’s a good thing because I understand Imbruvica to be very expensive.,0,0,0,1613,0.0
782,782,Pharmacutical Daily,PharmacDaily,https://twitter.com/PharmacDaily/status/1602728141528637441#m,BeiGene’s BRUKINSA® (zanubrutinib) Demonstrated Superior Progression-Free Survival Over IMBRUVICA® (ibrutinib) in Chronic Lymphocytic Leukemia in Late-Breaker at ASH https://pharmaceuticaldaily.com/beigenes-brukinsa-zanubrutinib-demonstrated-superior-progression-free-survival-over-imbruvica-ibrutinib-in-chronic-lymphocytic-leukemia-in-late-breaker-at-ash/,0,0,0,1582,0.0
440,440,THESKY973DOTCOM,THESKY973DOTCOM,https://twitter.com/THESKY973DOTCOM/status/1696491513365045751#m,"Here are the 10 drugs feds will target in Medicare price negotiations: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and NovoLog. https://www.audacy.com/thesky973/news/business/biden-administration-targets-diabetes-drug-blood-thinner-others-for-medicare-price-negotiations?json?utm_campaign=sharebutton&utm_medium=social&utm_source=twitter.com&utm_term=WSKYFM via @THESKY973DOTCOM",0,0,0,1512,0.0
620,620,Ozmosi,OzmosiHealth,https://twitter.com/OzmosiHealth/status/1639013019949895680#m,Health Canada authorizes IMBRUVICA® in a fixed-duration combination with Venetoclax for CLL patients. More Info: https://pryzm.ozmosi.com/product/2350 #biotech #pharma,0,0,0,1461,0.0
657,657,Wayne,wyv_123,https://twitter.com/wyv_123/status/1622786215681327104#m,$ABBV one of many BPs in same boat. Need to replace Humira and Imbruvica income. $TGTX could give them a new market and $ONCT looks like it doubles survival time on Imbruvica. https://endpts.com/abbvie-opens-up-to-bigger-deals-as-competition-heats-up-report-small-radiopharmaceutical-player-goes-public-via-reverse-merger/,13,3,0,1457,1.0981468771448182
389,389,Erin Young,erinlynnyoung,https://twitter.com/erinlynnyoung/status/1696514259914514804#m,"The list of drugs subject to Medicare price negotiations in Medicare reads like a page from Dr Suess.  Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, Fiasp, and NovoLog",0,0,0,1442,0.0
258,258,Coach Deno™ The Bug’s Dad,DenocD,https://twitter.com/DenocD/status/1696741229877240227#m,"🚨 This is HUGE! Here’s the list of ten popular prescription drugs whose prices will be cut by an average of 50 PERCENT, thanks to Pres. Biden: Eliquis  Jardiance  Xarelto  Januvia Farxiga Entresto Enbrel  Imbruvica Stelara  Fiasp",0,0,0,1417,0.0
569,569,CHItrader,CHItraders,https://twitter.com/CHItraders/status/1648309334797950977#m,$JNJ exec says seeing greater-than-expected competition for cancer therapy drug Imbruvica,1,0,0,1403,0.07127583749109052
779,779,BlackCentaur,JacekWierzbicki,https://twitter.com/JacekWierzbicki/status/1602743569948856321#m,BeiGene says Brukinsa bests J&J's Imbruvica in progression-free survival for leukemia https://seekingalpha.com/news/3916643-beigene-says-brukinsa-bests-johnson-johnson-imbruvica-in-progression-free-survival-for-leukemia?utm_source=feed_news_all&utm_medium=referral via SeekingAlpha #news #SeekingAlpha,0,0,0,1380,0.0
618,618,BlackCentaur,JacekWierzbicki,https://twitter.com/JacekWierzbicki/status/1639027765642170369#m,"J&J, Abbvie's Imbruvica gets expanded blood cancer indication in Canada https://seekingalpha.com/news/3950766-johnson-johnson-abbvie-imbruvica-expanded-blood-cancer-indication-canada?utm_source=feed_news_all&utm_medium=referral via SeekingAlpha #news #SeekingAlpha",0,0,0,1380,0.0
